CustomerID,Gender,tenure,MonthlyCharges,TotalCharges,TechSupport_Yes,OnlineBackup_Yes,StreamingTV_Yes,Contract_OneYear,Contract_TwoYear,Payment_Electronic,Payment_CreditCard,InternetService_Fiber,Churn
3612-YVGSJ,Male,2,73,146,0,0,1,1,0,1,0,1,0
9825-YCXWZ,Female,26,120,3120,0,0,1,1,0,0,0,0,1
5397-NSKQG,Female,67,30,2010,0,1,0,0,0,0,0,0,0
8565-HBFNN,Female,26,70,1820,1,0,0,0,1,1,0,0,1
2000-DHJUY,Female,68,107,7276,1,0,0,0,1,0,0,1,1
0203-HHYIJ,Female,72,84,6048,0,1,0,0,0,1,0,0,0
8670-ERCJH,Male,51,91,4641,0,1,1,1,0,1,0,0,0
7758-UJWYS,Male,17,68,1156,0,0,0,1,0,1,0,1,1
2050-ONYDQ,Female,65,50,3250,1,1,1,1,0,0,1,0,0
7055-JCGNI,Female,52,110,5720,0,1,0,0,0,1,0,1,0
0739-UUAJR,Male,8,70,560,0,1,1,1,0,1,0,0,1
4826-DXMUP,Female,58,47,2726,0,0,0,1,0,0,1,1,0
0952-KMEEH,Male,60,33,1980,0,0,1,1,0,1,0,1,1
7285-KLOTR,Male,35,90,3150,0,0,0,0,1,0,1,1,0
0654-PQKDW,Female,51,96,4896,0,0,1,1,0,0,1,0,1
7175-NTIXE,Female,43,51,2193,1,0,0,0,1,1,0,1,0
7963-SHNDT,Female,15,85,1275,1,1,1,0,1,1,0,1,0
9796-BPKIW,Male,22,57,1254,1,0,1,0,0,0,1,0,0
0188-GWFLE,Female,62,65,4030,0,0,1,0,0,0,0,1,0
8129-GMVGI,Male,70,99,6930,0,1,0,1,0,1,0,1,1
2882-DDZPG,Female,35,118,4130,1,0,0,0,0,0,1,1,0
3547-LQRIK,Male,60,30,1800,0,0,0,1,0,1,0,0,0
9137-NOQKA,Male,32,113,3616,0,1,0,1,0,0,0,1,0
5843-TTHGI,Female,29,23,667,1,0,1,1,0,1,0,0,0
1849-RJYIG,Female,47,33,1551,0,1,0,0,1,0,0,1,0
8868-GAGIO,Female,51,70,3570,0,0,1,0,1,1,0,1,1
4061-UKJWL,Female,18,42,756,0,1,0,1,0,1,0,0,1
5380-XPJNZ,Male,48,38,1824,0,0,1,1,0,0,1,0,0
8263-QMNTJ,Female,47,110,5170,1,0,1,0,0,1,0,1,0
8178-EYZUO,Male,30,100,3000,0,0,1,0,1,1,0,1,0
3230-JCNZS,Male,54,100,5400,1,0,0,0,1,0,0,0,0
0277-ORXQS,Male,30,26,780,1,1,0,0,1,0,1,0,1
5130-IEKQT,Female,47,110,5170,0,1,1,0,0,0,1,0,1
3230-WYKIR,Male,2,117,234,0,0,1,0,1,1,0,1,0
7996-BPXHY,Male,57,29,1653,1,0,1,1,0,1,0,0,1
3227-WLKLI,Female,46,73,3358,1,1,0,1,0,1,0,1,0
0407-BDJKB,Male,52,82,4264,1,1,1,0,1,1,0,1,1
2266-FUBDZ,Female,45,21,945,0,0,0,0,1,0,1,0,1
8237-ULIXL,Female,17,92,1564,0,0,0,1,0,0,0,1,1
9600-UDOPK,Male,16,99,1584,1,0,0,0,0,1,0,0,0
8216-AZUUZ,Female,25,52,1300,0,1,1,0,0,0,0,1,1
9153-BTBVV,Female,60,65,3900,1,1,0,1,0,1,0,0,0
4074-SJFFA,Female,47,42,1974,1,0,0,0,0,1,0,1,1
3269-ATYWD,Male,9,34,306,1,0,1,0,0,1,0,1,1
5186-PEIZU,Female,34,67,2278,0,0,1,1,0,0,1,0,0
1074-AMIOH,Male,38,98,3724,1,0,1,1,0,1,0,0,1
4910-GMJOT,Female,36,25,900,0,1,0,1,0,1,0,0,0
0354-WYROK,Male,44,93,4092,0,1,0,0,1,0,1,1,1
4361-FEBGN,Female,67,21,1407,0,0,1,0,0,1,0,0,0
7748-UMTRK,Male,70,45,3150,0,1,0,1,0,0,0,1,1
0380-ZCSBI,Male,35,74,2590,0,0,0,0,0,0,0,0,1
7145-FEJWU,Male,21,93,1953,1,0,1,1,0,0,0,0,1
6463-MVYRY,Female,44,63,2772,1,0,0,1,0,0,1,0,0
3969-JQABI,Male,42,54,2268,1,0,1,1,0,1,0,0,1
9624-EGDEQ,Male,46,34,1564,1,1,0,1,0,1,0,0,0
1051-EQPZR,Female,16,111,1776,0,0,0,0,0,0,1,0,0
5849-ASHZJ,Male,72,107,7704,0,0,0,1,0,1,0,0,1
5780-INQIK,Female,42,29,1218,0,0,0,1,0,1,0,1,1
7576-OYWBN,Female,69,109,7521,0,0,1,0,1,0,1,0,0
4526-ZJJTM,Female,64,108,6912,1,0,0,1,0,0,1,1,0
8384-FZBJK,Female,31,66,2046,0,0,0,1,0,1,0,0,0
3750-RNQKR,Female,33,60,1980,0,0,1,0,1,0,0,0,0
0962-CQPWQ,Female,72,39,2808,1,1,1,1,0,0,0,0,1
3096-YXENJ,Female,29,112,3248,0,0,0,0,1,1,0,1,0
1265-BCFEO,Male,22,81,1782,0,0,0,1,0,0,1,1,1
5837-LXSDN,Female,65,45,2925,1,1,0,1,0,1,0,1,0
5945-AZYHT,Female,50,50,2500,1,1,0,1,0,0,1,1,1
8325-QRPZR,Female,27,60,1620,0,1,0,0,0,0,1,0,1
6384-VMJHP,Male,69,69,4761,1,0,0,0,0,1,0,1,1
2262-SLNVK,Female,60,89,5340,0,0,0,1,0,1,0,1,1
7730-CLDSV,Female,70,74,5180,1,0,1,0,0,0,1,1,0
1135-HIORI,Female,33,96,3168,0,1,0,0,1,0,0,0,1
0164-APGRB,Female,48,95,4560,0,0,0,0,1,0,0,0,0
6481-ESCNL,Female,72,74,5328,1,0,1,1,0,1,0,0,0
1790-NESIO,Female,63,37,2331,1,1,1,0,1,0,0,1,0
1550-EENBN,Female,11,36,396,0,0,0,0,0,1,0,0,0
5539-TMZLF,Female,47,34,1598,0,1,1,0,0,1,0,1,1
4323-SADQS,Male,38,115,4370,1,0,0,1,0,1,0,0,1
4446-BZKHU,Female,49,37,1813,1,1,0,1,0,0,0,0,1
5202-IVJNU,Female,4,85,340,0,0,0,0,0,0,1,1,1
5976-JCJRH,Male,4,88,352,1,0,1,0,0,0,1,1,0
8198-RKSZG,Male,57,21,1197,1,0,1,1,0,0,1,1,1
0137-OCGAB,Female,19,73,1387,1,1,1,0,0,1,0,1,1
3351-NQLDI,Female,42,56,2352,0,1,0,0,0,1,0,1,0
9297-EONCV,Female,56,82,4592,1,0,0,1,0,0,1,0,1
7593-JNWRU,Female,43,32,1376,1,0,0,0,0,0,0,1,0
4588-YBNIB,Female,42,36,1512,0,0,0,0,1,0,0,1,1
1069-QJOEE,Female,69,75,5175,1,1,0,1,0,0,1,1,0
3336-JORSO,Male,28,82,2296,0,1,0,0,1,1,0,0,1
7799-DSEWS,Female,21,30,630,1,1,1,0,0,0,1,1,0
8766-PAFNE,Male,41,117,4797,1,1,1,1,0,1,0,0,0
5315-CKEQK,Female,6,92,552,1,0,1,0,1,1,0,0,1
3130-ICDUP,Female,54,84,4536,0,1,1,1,0,1,0,1,1
0820-FNRNX,Male,11,113,1243,1,0,1,1,0,1,0,0,0
0880-FVFWF,Male,50,35,1750,0,0,1,1,0,0,1,1,0
4611-ANLQC,Male,21,72,1512,0,1,1,0,1,0,0,1,1
4213-HKBJO,Male,18,56,1008,1,1,1,0,1,1,0,1,0
2792-LSHWX,Female,13,107,1391,0,0,1,1,0,0,1,0,0
5028-GZLDO,Male,29,42,1218,1,0,1,0,0,0,0,1,0
0014-BMAQU,Male,66,117,7722,0,0,1,1,0,0,0,0,1
6861-XWTWQ,Male,27,96,2592,0,0,0,1,0,0,1,1,0
9018-PCIOK,Female,38,34,1292,0,1,1,0,0,1,0,1,0
4837-QUSFT,Female,67,30,2010,1,0,0,1,0,0,0,1,0
6877-TJMBR,Male,29,92,2668,0,0,1,0,0,0,1,1,0
9953-ZMKSM,Male,46,49,2254,0,0,1,1,0,0,1,0,0
0907-HQNTS,Male,35,75,2625,1,0,0,1,0,1,0,0,1
7665-NKLAV,Male,5,71,355,0,1,0,0,1,1,0,0,1
6769-DCQLI,Female,6,22,132,1,1,1,1,0,0,1,0,0
2433-KMEAS,Male,45,57,2565,1,0,1,1,0,1,0,0,1
4391-LNRXK,Female,71,94,6674,1,0,1,0,1,1,0,1,0
8250-ZNGGW,Male,16,21,336,1,0,0,1,0,0,0,1,1
2195-ZRVAX,Male,42,93,3906,1,1,0,1,0,1,0,0,0
3550-SAHFP,Male,36,65,2340,1,0,1,1,0,0,1,1,1
2011-TRQYE,Male,68,84,5712,0,1,1,0,1,1,0,0,0
8562-GHPPI,Male,8,62,496,0,0,0,0,1,0,1,1,1
5893-PYOLZ,Male,42,57,2394,0,1,1,0,0,0,0,1,1
4986-MXSFP,Male,70,106,7420,0,0,0,1,0,0,1,1,0
6131-FOYAS,Male,67,84,5628,1,0,0,1,0,1,0,1,0
3027-YNWZU,Female,50,43,2150,0,1,1,0,0,1,0,0,1
5609-IMCGG,Male,55,77,4235,1,0,1,1,0,1,0,0,1
4873-ILOLJ,Female,69,53,3657,1,0,0,1,0,1,0,1,0
4727-MCYZG,Male,36,56,2016,1,1,0,0,0,0,1,0,1
9481-WHGWY,Male,43,36,1548,0,1,0,0,0,1,0,1,0
2725-KXXWT,Female,60,49,2940,1,0,1,0,1,0,1,1,0
9565-DJPIB,Male,26,118,3068,0,1,1,0,0,1,0,0,1
4328-VUFWD,Male,69,50,3450,1,1,0,1,0,1,0,0,0
3301-LSLWQ,Female,40,99,3960,0,1,1,0,1,1,0,1,1
7473-ZBDSN,Female,20,60,1200,1,0,0,1,0,0,1,1,1
3166-PNEOF,Male,30,48,1440,0,1,0,0,1,1,0,0,0
5639-NTUPK,Female,22,42,924,0,0,1,1,0,1,0,1,0
8780-YRMTT,Female,43,78,3354,1,0,0,0,1,0,1,0,0
8348-HFYIV,Male,69,86,5934,0,0,0,1,0,1,0,0,1
5140-FOMCQ,Male,64,25,1600,0,1,1,0,0,1,0,0,0
6242-SGYTS,Female,45,54,2430,0,0,1,0,0,1,0,1,1
8166-ORCHU,Male,72,81,5832,0,0,0,0,0,1,0,0,0
8414-OOEEL,Male,61,72,4392,0,0,1,0,1,0,1,0,1
8454-AATJP,Male,22,59,1298,0,1,1,0,0,0,0,0,0
6849-WLEYG,Female,26,32,832,0,1,0,0,1,1,0,0,1
4659-NZRUF,Female,28,57,1596,1,0,0,1,0,1,0,0,0
4531-AUZNK,Female,11,107,1177,1,1,0,0,0,1,0,0,0
4191-XOVOM,Male,71,56,3976,0,0,0,0,0,1,0,0,1
2150-OEGBV,Female,47,118,5546,1,1,1,1,0,0,0,1,0
8429-XIBUM,Male,9,68,612,0,1,1,1,0,1,0,1,0
1855-CFULU,Male,59,54,3186,0,0,1,1,0,1,0,0,0
4878-BUNFV,Female,28,41,1148,1,1,1,1,0,1,0,0,0
1872-EBWSC,Female,72,76,5472,0,0,0,1,0,1,0,1,1
2608-BHKFN,Female,60,103,6180,1,0,1,1,0,1,0,0,1
7026-YMSBE,Female,67,78,5226,0,0,1,0,0,0,1,1,0
7341-LXCAF,Female,64,118,7552,1,1,1,0,1,1,0,0,0
6997-UVGOX,Male,32,115,3680,1,1,1,1,0,1,0,1,1
9674-EHPPG,Male,67,84,5628,0,0,0,1,0,0,0,0,1
9462-MJUAW,Female,18,67,1206,0,0,1,0,1,1,0,1,1
8128-YVJRG,Female,2,80,160,1,1,1,1,0,1,0,0,0
5440-VHLUL,Male,70,38,2660,0,0,1,0,0,0,0,0,0
5781-BKHOP,Male,5,101,505,0,0,1,1,0,1,0,0,1
4283-FUTGF,Female,20,72,1440,0,0,1,1,0,0,0,0,1
5213-TWWJU,Female,31,103,3193,0,1,0,0,1,1,0,1,0
1569-TTNYJ,Female,72,88,6336,0,0,0,0,1,1,0,0,0
8628-MFKAX,Female,26,46,1196,0,0,1,1,0,1,0,1,1
2397-BRLOM,Male,14,95,1330,1,0,0,0,0,1,0,0,1
7629-WIXZF,Female,43,52,2236,0,0,1,1,0,0,1,0,1
5445-GLVOT,Female,40,114,4560,0,1,0,1,0,0,0,0,1
3976-HXHCE,Female,51,22,1122,0,0,0,1,0,0,1,0,0
2466-NEJOJ,Male,41,35,1435,0,1,1,1,0,1,0,0,1
0254-KCJGT,Female,40,53,2120,0,0,1,0,1,0,1,1,1
5472-CVMDX,Male,66,96,6336,1,1,0,1,0,1,0,0,1
6461-SZMCV,Male,44,25,1100,1,1,1,0,1,0,0,0,1
8150-QUDFX,Female,66,39,2574,0,0,0,0,0,0,1,1,0
9508-ILZDG,Male,42,103,4326,0,1,0,1,0,0,0,0,0
2346-DJQTB,Male,13,34,442,1,1,1,1,0,0,0,0,0
1697-LYYYX,Male,27,102,2754,0,1,0,0,0,0,0,1,0
1942-OQFRW,Female,25,54,1350,0,0,0,0,0,1,0,1,0
4749-VFKVB,Male,5,73,365,1,1,1,0,1,1,0,0,0
9640-ZSLDC,Female,10,74,740,1,0,1,0,0,0,1,1,0
4231-LZUYM,Male,8,61,488,0,0,0,1,0,0,0,1,0
7598-UAASY,Male,54,118,6372,1,0,1,0,0,0,0,0,0
7938-OUHIO,Male,4,74,296,1,0,0,1,0,1,0,0,1
8510-AWCXC,Female,29,99,2871,0,1,1,0,0,1,0,0,1
6128-AQBMT,Male,9,22,198,1,1,1,0,0,1,0,1,1
3594-BDSOA,Male,2,68,136,0,1,0,0,1,1,0,1,1
0431-APWVY,Female,46,94,4324,1,1,0,1,0,1,0,1,1
5133-VRSAB,Female,5,65,325,1,1,0,0,1,1,0,1,1
5996-DAOQL,Female,64,87,5568,0,0,1,1,0,1,0,1,1
6838-YAUVY,Male,25,31,775,1,1,1,1,0,0,0,1,1
0484-JPBRU,Male,22,58,1276,0,0,0,0,1,0,1,0,0
7883-ROJOC,Female,53,57,3021,1,0,1,0,1,1,0,0,1
0244-LGNFY,Female,32,57,1824,1,0,0,0,0,0,0,0,0
7274-CGTOD,Female,71,57,4047,1,1,0,0,1,1,0,1,0
4295-YURET,Male,44,74,3256,0,0,1,1,0,1,0,0,1
3426-NIYYL,Female,26,63,1638,0,1,0,0,0,1,0,1,0
8225-BTJAU,Male,60,47,2820,0,1,0,0,0,1,0,0,0
4635-EJYPD,Female,10,55,550,0,0,1,1,0,1,0,0,0
1866-ZSLJM,Female,65,97,6305,0,0,0,0,1,1,0,1,1
4636-TVXVG,Male,30,63,1890,1,0,0,0,1,1,0,0,0
4236-UJPWO,Male,2,93,186,0,0,1,0,0,1,0,0,1
9392-XBGTD,Male,14,104,1456,0,0,0,0,0,0,1,0,1
3387-VATUS,Male,71,32,2272,0,1,1,0,1,1,0,1,1
6402-SSEJG,Male,48,77,3696,1,0,1,1,0,0,1,1,1
1143-NMNQJ,Female,64,89,5696,0,1,0,1,0,1,0,0,0
1169-SAOCL,Male,35,56,1960,1,0,1,0,0,1,0,1,1
1110-KYLGQ,Female,33,118,3894,0,0,1,1,0,1,0,0,0
9929-PLVPA,Male,6,53,318,0,1,1,0,0,1,0,0,1
3518-PZXZQ,Female,1,94,94,0,0,1,1,0,1,0,0,0
2371-JUNGC,Male,60,48,2880,1,0,1,0,0,0,1,0,1
7693-QPEFS,Male,26,75,1950,0,1,1,0,1,0,0,0,1
0924-BJCRC,Male,27,96,2592,1,1,1,1,0,1,0,1,0
5074-FBGHB,Male,50,119,5950,1,1,1,1,0,0,0,1,1
2351-BKRZW,Male,37,72,2664,0,0,0,0,1,0,1,0,0
4455-BFSPD,Male,35,111,3885,1,0,1,1,0,1,0,1,1
0415-MOSGF,Male,1,36,36,0,0,1,0,1,1,0,0,1
1724-BQUHA,Male,54,98,5292,1,0,0,0,0,0,0,0,1
3948-KXDUF,Female,32,61,1952,1,1,0,1,0,0,0,1,0
2323-ARSVR,Male,3,116,348,0,0,0,0,0,1,0,1,1
0815-MFZGM,Male,18,49,882,1,0,0,1,0,1,0,0,0
4826-XTSOH,Male,19,41,779,0,0,1,0,1,0,1,0,0
5480-XTFFL,Female,37,75,2775,0,0,1,0,0,1,0,1,0
8295-FHIVV,Female,52,81,4212,1,1,1,0,0,0,1,1,0
2495-INZWQ,Male,13,61,793,1,0,1,1,0,0,0,0,1
9086-YJYXS,Male,7,98,686,1,0,0,1,0,1,0,0,1
1179-INLAT,Female,42,91,3822,1,0,0,1,0,0,1,1,0
7909-FIOIY,Female,18,39,702,0,1,1,0,0,0,0,1,1
4139-SUGLD,Female,19,107,2033,1,1,0,1,0,1,0,1,1
6857-VWJDT,Male,58,40,2320,0,0,1,0,0,0,1,1,0
6351-SCJKT,Male,23,23,529,0,1,0,0,1,1,0,1,0
5468-BPMMO,Female,61,67,4087,1,0,0,1,0,1,0,0,1
5624-BQSSA,Male,60,23,1380,1,0,0,1,0,0,0,1,0
0197-PNKNK,Female,20,60,1200,1,1,1,1,0,0,1,1,0
2439-QKJUL,Female,43,79,3397,0,1,0,1,0,1,0,1,1
1194-SPVSP,Female,6,42,252,0,1,1,1,0,1,0,0,0
9534-NSXEM,Female,18,54,972,0,0,1,0,1,0,1,1,0
2408-WITXK,Female,26,111,2886,0,0,0,0,1,0,1,1,1
8929-KSWIH,Female,27,79,2133,1,1,0,1,0,1,0,0,1
2250-IVBWA,Male,70,82,5740,0,0,0,0,1,0,0,1,1
1810-MVMAI,Female,67,99,6633,0,0,0,1,0,1,0,1,0
9506-UXUSK,Female,1,119,119,0,0,1,0,0,1,0,0,0
1229-RCALF,Female,53,27,1431,1,1,1,1,0,0,1,0,1
3572-UOLYZ,Female,58,110,6380,1,0,1,1,0,1,0,1,0
1429-UYJSV,Female,48,70,3360,0,1,1,0,0,0,1,1,1
5577-OTWWW,Female,36,98,3528,1,0,1,0,0,1,0,0,1
6100-QQHEB,Female,24,41,984,0,1,1,0,1,1,0,1,0
6366-XIVKZ,Female,56,119,6664,0,0,0,1,0,1,0,1,0
3470-OBUET,Male,39,100,3900,0,1,1,1,0,0,0,1,1
2770-NSVDG,Male,37,50,1850,0,1,1,1,0,1,0,0,1
9375-MHRRS,Male,23,24,552,1,0,0,1,0,0,0,1,1
2634-HCZGT,Male,56,47,2632,0,0,0,0,1,1,0,0,1
7503-QQRVF,Male,14,82,1148,0,1,1,0,0,1,0,0,1
4860-YZGZM,Female,8,75,600,0,0,1,1,0,1,0,1,1
6599-GZWCM,Male,57,28,1596,1,1,1,0,1,0,1,1,0
2691-NZETQ,Female,57,51,2907,0,1,1,0,1,1,0,0,0
4404-HIBDJ,Female,7,56,392,1,0,0,0,0,1,0,1,1
5533-NHFRF,Male,39,71,2769,0,1,0,0,0,0,0,1,0
7037-MTYVW,Female,13,105,1365,1,0,0,1,0,0,0,1,0
4760-THGOT,Male,51,56,2856,1,1,1,1,0,1,0,1,0
7295-JOMMD,Female,22,110,2420,0,1,1,0,0,0,0,0,1
4016-BJKTZ,Male,53,102,5406,1,1,1,0,0,1,0,0,1
6584-VQMYT,Male,67,79,5293,1,1,0,1,0,1,0,1,1
9838-BFCQT,Male,21,106,2226,1,1,1,1,0,1,0,1,0
2790-XUYMV,Female,65,115,7475,0,1,0,1,0,0,0,1,1
0581-MDMPW,Female,31,56,1736,0,0,1,0,0,0,0,1,1
5013-SBUIH,Female,13,45,585,0,1,0,0,1,1,0,1,1
1023-BQXZE,Female,6,68,408,1,1,0,1,0,1,0,1,1
9163-GHAYE,Female,2,50,100,0,0,0,1,0,0,0,0,1
3904-UKFRE,Male,62,112,6944,1,0,0,0,0,0,0,1,1
5353-WILCI,Female,10,29,290,0,0,1,1,0,1,0,1,1
0709-TVGUR,Female,53,117,6201,1,0,0,0,0,0,1,0,0
0058-EVZWM,Female,61,93,5673,0,1,1,1,0,1,0,0,0
6023-YEBUP,Female,71,36,2556,1,1,0,1,0,1,0,1,1
7209-JCUDS,Male,70,43,3010,0,0,1,0,0,1,0,1,0
7009-PCARS,Male,49,56,2744,0,0,1,1,0,0,0,1,0
0519-DRGTI,Male,41,112,4592,1,0,1,1,0,0,0,1,0
1017-FBQMM,Female,12,80,960,1,1,0,1,0,0,1,1,0
3001-CBHLQ,Male,23,120,2760,0,0,0,1,0,0,0,1,1
1985-MBRYP,Female,1,68,68,0,0,1,1,0,0,0,1,1
6158-DWPZT,Female,60,88,5280,0,0,1,1,0,0,1,1,0
9372-TXXPS,Male,54,68,3672,0,0,0,0,0,1,0,0,0
3259-QMXUN,Female,18,97,1746,1,1,0,1,0,1,0,1,0
1015-JPFYW,Male,9,102,918,1,1,0,1,0,0,0,0,1
6645-MXQJT,Male,67,38,2546,1,0,0,1,0,1,0,0,1
4360-QRAVE,Male,33,36,1188,1,0,0,1,0,1,0,0,1
8433-WPJTV,Female,66,57,3762,0,1,1,1,0,1,0,0,1
5804-JMYIO,Female,20,101,2020,0,1,1,1,0,0,1,0,0
3763-GCZHZ,Male,12,57,684,0,0,1,1,0,1,0,1,0
6484-LATFU,Female,45,72,3240,1,0,1,0,0,1,0,0,0
7599-NTMDP,Male,42,44,1848,1,1,1,0,0,1,0,1,0
0772-GYEQQ,Male,47,52,2444,0,0,1,0,0,1,0,0,0
0536-ACXIP,Male,35,57,1995,1,1,0,1,0,0,1,1,0
0936-NQLJU,Male,16,91,1456,1,1,1,1,0,0,1,1,0
4831-EOBFE,Male,42,59,2478,1,0,0,1,0,1,0,0,1
1575-KRZZE,Female,65,67,4355,0,1,1,0,1,1,0,0,0
3251-YMVWZ,Male,54,33,1782,1,0,1,0,1,0,0,1,0
4102-OQUPX,Male,41,58,2378,1,1,1,1,0,1,0,1,1
9170-GYZJC,Female,45,82,3690,1,0,0,0,1,0,0,1,0
4884-LEVMQ,Female,11,22,242,0,1,0,0,0,1,0,1,1
8857-CUPFQ,Male,58,92,5336,0,1,1,1,0,1,0,0,0
7610-TVOPG,Male,32,66,2112,1,1,0,0,1,1,0,0,0
3638-DIMPH,Female,26,57,1482,0,0,0,0,1,0,0,0,1
1845-ZLLIG,Male,33,110,3630,1,0,0,0,0,1,0,1,0
8559-WNQZS,Male,66,70,4620,0,0,0,1,0,1,0,1,0
3999-QGRJH,Female,31,47,1457,0,0,0,0,1,0,1,0,1
1699-UOTXU,Female,67,51,3417,1,0,1,0,0,1,0,1,0
2454-RPBRZ,Female,21,104,2184,0,0,1,0,1,1,0,0,1
0635-WKOLD,Female,44,31,1364,1,1,1,0,0,0,0,0,0
5993-JSUWV,Male,19,91,1729,1,0,1,1,0,0,0,1,1
4518-FZBSX,Male,35,103,3605,0,1,1,0,0,0,1,0,1
5387-ASZNZ,Male,43,82,3526,1,0,0,1,0,0,0,1,0
6988-CJEYV,Female,72,91,6552,1,1,1,1,0,1,0,0,1
2002-MZHWP,Male,69,105,7245,0,1,1,1,0,1,0,0,0
3097-FQTVJ,Female,1,112,112,0,1,0,0,0,1,0,1,0
5465-BUBFA,Female,40,83,3320,1,0,1,0,0,0,0,0,0
7299-GNVPL,Female,45,88,3960,1,0,1,1,0,1,0,1,0
9743-DQKQW,Female,14,52,728,1,0,0,1,0,1,0,0,1
1215-VFYVK,Male,27,83,2241,1,1,1,1,0,0,0,0,0
9371-BITHB,Female,40,68,2720,1,1,0,0,1,0,1,0,0
2265-CYWIV,Female,12,42,504,1,1,0,0,0,0,1,0,1
9093-FPDLG,Female,47,104,4888,1,0,1,0,0,0,1,1,1
0541-FITGH,Female,26,56,1456,0,0,0,1,0,0,0,0,1
6985-HAYWX,Male,38,96,3648,0,1,1,1,0,1,0,0,0
7508-KBIMB,Female,72,84,6048,0,1,0,1,0,1,0,1,0
6838-HVLXG,Female,30,119,3570,1,0,0,0,1,1,0,1,1
2277-DJJDL,Male,28,109,3052,1,1,0,0,0,0,0,0,0
1897-OKVMW,Female,41,51,2091,0,0,1,1,0,1,0,1,0
5485-ITNPC,Male,23,120,2760,1,1,0,0,1,0,0,0,1
0233-FTHAV,Female,12,89,1068,1,1,1,1,0,1,0,0,1
4644-PIZRT,Female,20,119,2380,0,0,0,0,1,0,0,0,0
8922-NPKBJ,Male,66,36,2376,0,1,1,1,0,0,1,0,1
2740-TVLFN,Male,22,36,792,0,0,0,0,0,1,0,0,0
7771-CFQRQ,Female,66,87,5742,1,1,0,0,0,0,0,1,0
9512-PHSMG,Female,61,78,4758,0,1,1,0,0,0,0,0,1
6963-EZQEE,Male,34,64,2176,0,0,0,1,0,0,0,0,0
2452-KDRRH,Male,66,106,6996,0,1,0,0,0,0,0,0,0
2004-OCQXK,Male,33,82,2706,0,0,0,0,0,0,0,1,1
5027-QPKTE,Female,9,82,738,1,0,1,1,0,1,0,1,0
4146-SVFUD,Male,25,20,500,1,1,1,0,1,0,0,1,0
1564-HJUVY,Male,55,110,6050,0,0,1,0,1,1,0,0,0
3617-XLSGQ,Female,35,112,3920,1,1,1,0,0,0,1,0,1
7517-LDMPS,Male,38,56,2128,1,1,1,1,0,1,0,0,0
7244-KXYZN,Female,58,58,3364,0,1,0,0,0,0,0,0,0
5226-NOZFC,Male,13,90,1170,0,0,1,1,0,0,0,1,1
2672-HUYVI,Female,8,50,400,0,1,0,0,0,1,0,0,1
1400-WIVLL,Female,65,46,2990,0,1,0,0,1,0,1,1,0
7508-MYBOG,Female,14,22,308,1,0,1,1,0,0,0,0,0
8148-NLEGT,Male,21,91,1911,0,1,0,1,0,0,1,0,1
0148-DCDOS,Male,61,110,6710,0,1,1,1,0,1,0,1,0
8347-GDTMP,Female,56,52,2912,1,1,0,0,1,1,0,0,0
9992-RRAMN,Male,60,119,7140,1,0,0,1,0,1,0,0,0
6746-WAUWT,Male,67,91,6097,1,0,0,0,1,1,0,0,0
0310-MVLET,Male,48,47,2256,1,0,1,0,0,0,1,1,0
0428-IKYCP,Male,48,78,3744,0,0,0,0,0,0,0,1,0
4550-VBOFE,Male,46,49,2254,0,1,0,0,1,1,0,1,0
2187-PKZAY,Male,65,51,3315,0,1,0,1,0,1,0,0,1
4003-OCTMP,Male,54,63,3402,1,0,0,1,0,1,0,0,1
6652-YFFJO,Male,39,92,3588,0,0,1,1,0,0,0,1,0
7225-IILWY,Female,63,75,4725,1,0,0,1,0,0,1,0,0
5248-RPYWW,Female,19,25,475,0,0,0,1,0,1,0,1,1
7923-IYJWY,Female,26,85,2210,1,1,0,1,0,0,1,0,0
3170-GWYKC,Female,70,87,6090,1,1,1,1,0,1,0,1,1
5696-QURRL,Male,39,111,4329,1,0,0,1,0,1,0,0,1
7409-KIUTL,Female,1,47,47,1,1,0,0,1,0,0,1,1
9830-ECLEN,Male,41,102,4182,0,0,1,1,0,1,0,1,0
1732-VHUBQ,Female,20,85,1700,0,1,0,1,0,0,1,1,1
0495-RVCBF,Female,4,118,472,1,1,0,1,0,1,0,1,0
2668-TZSPS,Female,21,43,903,1,1,1,0,0,0,1,1,0
7854-EDSSA,Female,30,100,3000,0,0,1,1,0,0,0,0,0
8869-TORSS,Male,29,88,2552,1,1,1,0,1,1,0,0,0
7446-SFAOA,Male,26,61,1586,1,1,1,0,0,1,0,0,0
9522-ZSINC,Female,47,50,2350,1,0,1,1,0,0,0,1,1
8234-GSZYK,Female,70,35,2450,0,0,1,0,1,1,0,1,0
6505-OZNPG,Male,22,50,1100,1,1,0,0,1,1,0,0,1
6164-HAQTX,Male,19,99,1881,0,0,0,1,0,1,0,1,0
0679-IDSTG,Male,10,30,300,0,1,0,1,0,1,0,1,0
7765-LWVVH,Female,26,111,2886,0,0,0,0,1,1,0,1,1
1658-TJVOA,Male,6,38,228,0,1,1,0,1,0,1,0,1
0953-LGOVU,Male,28,100,2800,1,0,1,0,1,1,0,1,0
2115-BFTIW,Male,22,107,2354,0,1,1,0,1,0,0,0,0
4692-NNQRU,Female,29,23,667,1,0,1,0,1,0,1,0,0
7742-MYPGI,Female,10,115,1150,0,1,0,0,1,1,0,1,1
